"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"JXT","JAXSTA LTD","2010-09-21","Software & Services",18499223
"JYC","JOYCE CORPORATION LTD","1986-12-17","Retailing",101438222
"K2F","K2FLY LIMITED","2008-02-19","Software & Services",42790294
"KAI","KAIROS MINERALS LIMITED","1973-05-30","Materials",48619566
"KAL","KALGOORLIE GOLD MINING LIMITED",,"Materials",0
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","2007-11-29","Diversified Financials",17358134
"KAR","KAROON ENERGY LTD","2004-06-08","Energy",995212665
"KAT","KATANA CAPITAL LIMITED","2005-12-23","Not Applic",39835389
"KAU","KAISER REEF LIMITED","2020-02-28","Materials",28804804
"KBC","KEYBRIDGE CAPITAL LIMITED","1999-12-23","Diversified Financials",17131997
"KCC","KINCORA COPPER LIMITED","2021-03-30","Materials",16899684
"KCN","KINGSGATE CONSOLIDATED LIMITED.","1988-04-21","Materials",307635430
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","2021-06-02","Consumer Services",564284615
"KEY","KEY PETROLEUM LIMITED","2007-04-26","Energy",6887748
"KFE","KOGI IRON LIMITED","1987-01-16","Materials",13025602
"KFM","KINGFISHER MINING LTD","2020-12-11","Materials",8450000
"KGD","KULA GOLD LIMITED","2010-11-16","Materials",10543606
"KGL","KGL RESOURCES LIMITED","2005-03-17","Materials",247158458
"KGM","KALNORTH GOLD MINES LIMITED","2005-01-20","Materials","N/A"
"KGN","KOGAN.COM LTD","2016-07-07","Retailing",1035746745
"KIL","KILAND LTD","2002-07-08","Materials",58966671
"KIN","KIN MINING NL","2013-10-02","Materials",95956289
"KIS","KING ISLAND SCHEELITE LIMITED","1967-09-21","Materials",72669661
"KKC","KKR CREDIT INCOME FUND","2019-11-21","Not Applic",836200000
"KKO","KINETIKO ENERGY LTD","2011-07-21","Energy",56115214
"KLA","KIRKLAND LAKE GOLD LTD","2017-11-30","Materials",11527789331
"KLL","KALIUM LAKES LIMITED","2016-12-22","Materials",188811303
"KLO","KINGSLAND GLOBAL LTD","2015-12-11","Real Estate",9315000
"KLR","KAILI RESOURCES LIMITED","1997-03-06","Energy",4127210
"KMD","KATHMANDU HOLDINGS LIMITED","2009-11-13","Retailing",1098952145
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","2003-08-15","Consumer Services",52219331
"KMT","KOPORE METALS LIMITED","2011-07-01","Materials",16780111
"KNB","KOONENBERRY GOLD LIMITED","2021-09-28","Materials",20357345
"KNI","KUNIKO LIMITED","2021-08-24","Materials",99405678
"KNM","KNEOMEDIA LIMITED","1987-06-24","Media & Entertainment",18643560
"KNO","KNOSYS LIMITED","2015-09-09","Software & Services",38544966
"KOR","KORAB RESOURCES LIMITED","2005-08-31","Materials",16150200
"KOV","KORVEST LTD","1970-09-17","Capital Goods",73319712
"KP2","KORE POTASH PLC","2017-06-23","Materials",70885383
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","2017-06-21","Commercial & Professional Services",165600000
"KPO","KALINA POWER LIMITED","1971-08-02","Utilities",36656153
"KRM","KINGSROSE MINING LIMITED","2007-12-07","Materials",47450478
"KRR","KING RIVER RESOURCES LIMITED","2007-09-21","Materials",39614886
"KSC","K & S CORPORATION LIMITED","1971-08-25","Transportation",229395814
"KSL","KINA SECURITIES LIMITED","2015-07-30","Banks",242460836
"KSN","KINGSTON RESOURCES LIMITED","1987-03-05","Materials",58661684
"KSS","KLEOS SPACE S.A","2018-08-24","Commercial & Professional Services",139418664
"KTA","KRAKATOA RESOURCES LIMITED","2012-12-28","Materials",18861435
"KTD","KEYTONE DAIRY CORPORATION LIMITED","2018-07-18","Food, Beverage & Tobacco",32891578
"KTG","K-TIG LIMITED","2012-11-01","Capital Goods",57837829
"KWR","KINGWEST RESOURCES LIMITED","2018-08-24","Materials",30201316
"KYK","KYCKR LIMITED","2016-09-07","Software & Services",37631989
"KZA","KAZIA THERAPEUTICS LIMITED","1994-09-01","Pharmaceuticals, Biotechnology & Life Sciences",208106968
"KZR","KALAMAZOO RESOURCES LIMITED","2017-01-16","Materials",47107002
"LAM","LARAMIDE RESOURCES LTD","2013-04-30","Energy",184394747
"LAN","LANYON INVESTMENT COMPANY LIMITED","2015-12-01","Not Applic","N/A"
"LAU","LINDSAY AUSTRALIA LIMITED","1994-07-05","Transportation",123173930
"LAW","LAWFINANCE LIMITED","2000-05-12","Diversified Financials",42809277
"LBL","LASERBOND LIMITED","2007-12-17","Capital Goods",87563164
"LBT","LBT INNOVATIONS LIMITED","2006-07-31","Health Care Equipment & Services",28911516
"LBY","LAYBUY GROUP HOLDINGS LIMITED","2020-09-07","Software & Services",118324923
"LCD","LATITUDE CONSOLIDATED LIMITED","1999-12-21","Materials",45098878
"LCE","LONDON CITY EQUITIES LIMITED","1987-03-06","Diversified Financials",14406014
"LCK","LEIGH CREEK ENERGY LIMITED","2005-03-17","Energy",91026391
"LCL","LOS CERROS LIMITED","2007-10-02","Materials",89059790
"LCT","LIVING CELL TECHNOLOGIES LIMITED","2004-09-01","Pharmaceuticals, Biotechnology & Life Sciences",6067735
"LCY","LEGACY IRON ORE LIMITED","2008-07-08","Materials",89666339
"LDR","LODE RESOURCES LTD","2021-07-02","Materials",24389631
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","2021-07-05","Health Care Equipment & Services",130871481
"LEG","LEGEND MINING LIMITED","1995-08-25","Materials",179083822
"LEL","LITHIUM ENERGY LIMITED","2021-05-19","Materials",64808100
"LEP","ALE PROPERTY GROUP","2003-11-12","Real Estate",1118549028
"LER","LEAF RESOURCES LTD","1999-01-05","Materials",125665900
"LEX","LEFROY EXPLORATION LIMITED","1991-09-05","Materials",44483127
"LFG","LIBERTY FINANCIAL GROUP","2020-12-15","Banks",1827672000
"LFS","LATITUDE GROUP HOLDINGS LIMITED","2021-04-20","Diversified Financials",2191153845
"LGL","LYNCH GROUP HOLDINGS LIMITED","2021-04-06","Food, Beverage & Tobacco",427231392
"LGM","LEGACY MINERALS HOLDINGS LIMITED","2021-09-13","Materials",14659223
"LGP","LITTLE GREEN PHARMA LTD","2020-02-20","Pharmaceuticals, Biotechnology & Life Sciences",167518642
"LHM","LAND & HOMES GROUP LIMITED","2004-10-05","Real Estate",16790229
"LIC","LIFESTYLE COMMUNITIES LIMITED","1998-12-15","Real Estate",2289538369
"LIN","LINDIAN RESOURCES LIMITED","2000-03-02","Materials",21690137
"LIO","LION ENERGY LIMITED","1972-02-15","Energy",25584140
"LIS","LI-S ENERGY LIMITED","2021-09-28","Capital Goods",1421244511
"LIT","LITHIUM AUSTRALIA NL","2007-10-30","Materials",130739141
"LITCF","LITHIUM AUSTRALIA NL","2007-10-30","Materials",130739141
"LKE","LAKE RESOURCES N.L.","2001-08-29","Materials",1215221704
"LKN","LUKIN RESOURCES LIMITED",,"Materials",0
"LKO","LAKES BLUE ENERGY NL","1985-12-05","Energy","N/A"
"LKY","LOCKSLEY RESOURCES LIMITED","2021-07-08","Materials",10640000
"LLC","LENDLEASE GROUP","1962-06-30","Real Estate",7370236601
"LLO","LION ONE METALS LIMITED","2013-06-07","Materials",184518834
"LM8","LUNNON METALS LIMITED","2021-06-16","Materials",53673885
"LME","LIMEADE INC.","2019-12-20","Software & Services",135937847
"LMG","LATROBE MAGNESIUM LIMITED","1986-12-18","Materials",91839524
"LML","LINCOLN MINERALS LIMITED","2007-03-09","Materials","N/A"
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","2015-10-27","Software & Services",2311592206
"LNU","LINIUS TECHNOLOGIES LIMITED","2011-07-26","Software & Services",33879281
"LNY","LANEWAY RESOURCES LTD","1987-04-02","Materials",17568297
"LOM","LUCAPA DIAMOND COMPANY LIMITED","2006-12-19","Materials",78534648
"LOT","LOTUS RESOURCES LIMITED","2009-02-18","Materials",352868088
"LOV","LOVISA HOLDINGS LIMITED","2014-12-18","Retailing",2316829968
"LPD","LEPIDICO LTD","1994-04-19","Materials",252250032
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","2011-10-11","Utilities",15325981
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","2016-06-24","Materials",190079567
"LRK","LARK DISTILLING CO. LTD","2003-11-12","Food, Beverage & Tobacco",368546632
"LRL","LABYRINTH RESOURCES LIMITED","1971-07-28","Materials",25924465
"LRS","LATIN RESOURCES LIMITED","2010-09-21","Materials",60795131
"LRT","LOWELL RESOURCES FUND","2018-03-22","Not Applic",51274694
"LRV","LARVOTTO RESOURCES LIMITED",,"Class Pend",0
"LSA","LACHLAN STAR LIMITED","1971-07-28","Materials",40688407
"LSF","L1 LONG SHORT FUND LIMITED","2018-04-24","Not Applic",1750194748
"LSR","LODESTAR MINERALS LIMITED","2007-12-21","Materials",11127499
"LSX","LION SELECTION GROUP LIMITED.","2013-03-13","Not Applic",72067810
"LTR","LIONTOWN RESOURCES LIMITED","2006-12-27","Materials",3707686061
"LV1","LIVE VERDURE LTD","2020-12-14","Food, Beverage & Tobacco",22708249
"LVE","LOVE GROUP GLOBAL LTD","2014-12-05","Software & Services",4864100
"LVH","LIVEHIRE LIMITED","2016-06-10","Software & Services",107617440
"LVT","LIVETILES LIMITED","1999-08-17","Software & Services",109486728
"LYC","LYNAS RARE EARTHS LIMITED","1986-09-11","Materials",6587604344
"LYK","LYKOS METALS LIMITED","2021-10-21","Materials",44793001
"LYL","LYCOPODIUM LIMITED","2004-12-17","Capital Goods",172869983
"LYN","LYCAON RESOURCES LTD",,"Class Pend",0
"M24","MAMBA EXPLORATION LIMITED","2021-02-05","Materials",13721251
"M2M","MT MALCOLM MINES NL","2021-09-10","Materials",15093360
"M2R","MIRAMAR RESOURCES LIMITED","2020-10-22","Materials",10417369
"M3M","M3 MINING LIMITED","2021-07-29","Materials",9231251
"M7T","MACH7 TECHNOLOGIES LIMITED","2005-11-30","Health Care Equipment & Services",211184585
"M8S","M8 SUSTAINABLE LIMITED","2019-12-11","Commercial & Professional Services",10820572
"MAD","MADER GROUP LIMITED","2019-10-01","Commercial & Professional Services",392000000
"MAF","MA FINANCIAL GROUP LIMITED","2017-04-10","Diversified Financials",1311788122
"MAG","MAGMATIC RESOURCES LIMITED","2017-05-19","Materials",25448680
"MAH","MACMAHON HOLDINGS LIMITED","1983-12-01","Materials",430997164
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","2018-04-30","Diversified Financials",123985076
"MAN","MANDRAKE RESOURCES LIMITED","1987-05-29","Materials",27867583
"MAQ","MACQUARIE TELECOM GROUP LIMITED","1999-09-27","Telecommunication Services",1558552583
"MAT","MATSA RESOURCES LIMITED","2005-04-20","Materials",22205586
"MAU","MAGNETIC RESOURCES NL","2007-04-05","Materials",349077584
"MAUCA","MAGNETIC RESOURCES NL","2007-04-05","Materials",349077584
"MAX","MILLINIUM'S ALTERNATIVES FUND.","2006-12-20","Not Applic","N/A"
"MAY","MELBANA ENERGY LIMITED","1998-03-27","Energy",69506048
"MBH","MAGGIE BEER HOLDINGS LTD","2004-08-27","Food, Beverage & Tobacco",154506546
"MBK","METAL BANK LIMITED","2011-03-02","Materials",10701615
"MCA","MURRAY COD AUSTRALIA LIMITED","2011-03-30","Food, Beverage & Tobacco",217299663
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","2009-11-16","Energy",21487500
"MCL","MIGHTY CRAFT LIMITED","2019-12-17","Food, Beverage & Tobacco",94502106
"MCM","MC MINING LIMITED","1980-04-24","Energy",15441956
"MCP","MCPHERSON'S LIMITED","1962-06-30","Household & Personal Products",114496809
"MCR","MINCOR RESOURCES NL","1997-06-16","Materials",632029548
"MCT","METALICITY LIMITED","2005-12-21","Materials",19293944
"MCX","MARINER CORPORATION LIMITED","1986-06-20","Diversified Financials",2642927
"MCY","MERCURY NZ LIMITED","2013-05-10","Utilities",8051198514
"MDC","MEDLAB CLINICAL LIMITED","2015-07-14","Pharmaceuticals, Biotechnology & Life Sciences",54748107
"MDI","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials",11629731
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services",141553272
"MDX","MINDAX LIMITED","2004-12-08","Materials",99056660
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate",107618208
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services",12565430
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials",72679092
"MEG","MEGADO GOLD LIMITED","2020-10-27","Materials",6578000
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials",25408539
"MEL","METGASCO LTD","2004-12-23","Energy",24918083
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences",60205554
"MEP","MINOTAUR EXPLORATION LTD","2005-02-24","Materials",65174089
"MEU","MARMOTA LIMITED","2007-11-21","Energy",43584016
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities",12053406793
"MFB","MY FOOD BAG GROUP LIMITED","2021-03-05","Retailing",329715033
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services",41009992
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic",1658534947
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials",6365336704
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Not Applic",2977064871
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Capital Goods",1307679026
"MGL","MAGONTEC LIMITED","1983-07-07","Materials",36830021
"MGR","MIRVAC GROUP","1999-06-16","Real Estate",11236604550
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials",72338219
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials",34302999
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials",209497450
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials",478174373
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy",16789066
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel",8766784
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing",388285374
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials",24326100
"MI6","MINERALS 260 LIMITED","2021-10-12","Materials",104500000
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment","N/A"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services",28321238
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials",7380266246
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials",53438262
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",701622172
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials",35548469
"MKL","MIGHTY KINGDOM LIMITED","2021-04-21","Media & Entertainment",20477137
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials",96967336
"MLD","MACA LIMITED","2010-11-03","Materials",268243014
"MLG","MLG OZ LIMITED","2021-05-04","Materials",135472322
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials",16472671
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials",10477115
"MLX","METALS X LIMITED","2004-08-26","Materials",335688445
"MM1","MIDAS MINERALS LTD","2021-09-07","Materials",12795427
"MM8","MEDALLION METALS LIMITED.","2021-03-22","Materials",34104509
"MMC","MITRE MINING CORPORATION LIMITED","2021-09-30","Materials",7182021
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials",358309602
"MMG","MONGER GOLD LTD","2021-07-06","Materials",7840000
"MMI","METRO MINING LIMITED","2009-12-04","Materials",56786624
"MMJ","MMJ GROUP HOLDINGS LIMITED","2015-01-22","Not Applic",15636871
"MML","MEDUSA MINING LIMITED","2003-12-23","Materials",157983709
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services",259906665
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy","N/A"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services",1061668788
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials",79055592
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods",957877543
"MNF","MNF GROUP LIMITED","2006-05-18","Telecommunication Services",623191455
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials",487953137
"MNY","MONEY3 CORPORATION LIMITED","2006-10-19","Diversified Financials",690706224
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment",19316203
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials",7420749
"MOQ","MOQ LIMITED","2000-12-19","Software & Services",40016847
"MOT","METRICS INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic",438899502
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing",57997758
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services",3030223334
"MPA","MAD PAWS HOLDINGS LIMITED","2021-03-26","Retailing",49374871
"MPH","MEDILAND PHARM LIMITED","2019-02-22","Retailing",23457271
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance",9391151048
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods",71370563
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials",15087536
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate",38943486
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials",75039905709
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials","N/A"
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Materials",20140968
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials",74898689
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials",39246504
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco",10808210
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials",47746610
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy",156307783
"MRQ","MRG METALS LIMITED","2011-06-08","Materials",15406699
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials",11103354
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials",16097604
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences",1083322437
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services",12666670
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods",7103191
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services",80402559
"MSM","MSM CORPORATION INTERNATIONAL LTD","1996-11-20","Media & Entertainment","N/A"
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials",94478540
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials",4555027
"MTC","METALSTECH LIMITED","2017-02-24","Materials",55832638
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials",38703496
"MTM","MT MONGER RESOURCES LIMITED","2021-07-15","Materials",6872000
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing",196227338
"MTR","METAL TIGER PLC","2021-05-27","Materials",65228077
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing",4016653064
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services",364308575
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials",39946364
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences",361311887
"MWY","MIDWAY LIMITED","2016-12-08","Materials",120087305
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services",142639601
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences",117800697
"MXI","MAXIPARTS LIMITED","1994-12-07","Capital Goods",142510141
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment",20716012
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials",25429443
"MXT","METRICS MASTER INCOME TRUST","2017-10-09","Not Applic",1515997454
"MYD","MYDEAL.COM.AU LIMITED","2020-10-22","Retailing",205767708
"MYE","MASTERMYNE GROUP LIMITED","2010-05-07","Materials",100238396
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods",35940996
"MYL","MALLEE RESOURCES LIMITED","2007-12-03","Materials","N/A"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing",455809742
"MYS","MYSTATE LIMITED","2009-09-10","Banks",527507215
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences",591221654
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials",79388679
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks",11010002
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1962-01-31","Banks",93799314641
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic",56174638
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy",15794888
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials",39994588
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services",75667023
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services",1876569615
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic",852510410
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences",17098932
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic",79518567
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing",1253880000
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment",39621633
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials",19720971503
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials",6917511
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials",181634446
"NEA","NEARMAP LTD","2000-12-07","Software & Services",1110074974
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment",4826262906
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials",8354564
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services",84114168
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences",231493388
"NEW","NEW ENERGY SOLAR LIMITED","2017-12-04","Utilities",263950956
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic",27488537
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials",385077186
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products",20587360
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy",44428665
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy",1573154885
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance",3094592816
"NIC","NICKEL MINES LIMITED","2018-08-20","Materials",2603055068
"NIM","NIMY RESOURCES LIMITED",,"Class Pend",0
"NIS","NICKELSEARCH LIMITED","2021-10-18","Materials",18211203
"NKL","NICKELX LIMITED","2021-05-07","Materials",8918001
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials","N/A"
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials",60723577
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials",18763470
"NMT","NEOMETALS LTD","2002-07-10","Materials",553860160
"NNG","NEXION GROUP LTD","2021-02-18","Software & Services",21145758
"NOL","NOBLEOAK LIFE LIMITED","2021-07-22","Insurance",197190882
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services",5097688
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services",126925828
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences",146118975
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials",7370102
"NRX","NORONEX LIMITED","2017-11-15","Materials",24633225
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences",48780359
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic",140262716
"NSE","NEW STANDARD ENERGY LIMITED","2007-08-15","Energy","N/A"
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Materials",34236195
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate",2863782426
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials",10388331895
"NSX","NSX LIMITED","2005-01-13","Diversified Financials",27130856
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing",148487841
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services",43202786
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials",8018063
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services",723650947
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials",257148652
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco",35574274
"NUF","NUFARM LIMITED","1988-11-10","Materials",1774166232
"NUH","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment",34536563
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials",261295446
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment",8126629
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment",4048711641
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials",117401459
"NWE","NORWEST ENERGY NL","1997-09-19","Energy",127257523
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials",267397794
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",789517540
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",4161884513
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",13906760
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",18639163945
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",18639163945
"NXG","NEXGEN ENERGY (CANADA) LTD","2021-07-02","Energy",3639006482
"NXL","NUIX LIMITED","2020-12-04","Software & Services",955117530
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",98660668
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",243507908
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",5458168934
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences",39782219
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco",189020464
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment",245974726
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy",83924359
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco",9097055
"OAK","OAKRIDGE INTERNATIONAL LIMITED","2007-06-22","Software & Services",6878586
"OAR","OAR RESOURCES LIMITED","1998-12-17","Materials",22374777
"OAU","ORA GOLD LIMITED","2001-03-22","Materials",12631428
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials",808191577
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials",74041062
"OCA","OCEANIA HEALTHCARE LIMITED","2017-05-05","Health Care Equipment & Services",917987187
